CATEGORYID,ASSETDESC,USESTATUS_LAST_ID,P_MANUFACTURERID,DATEMANUFACTURE,NATIONALFACT,OWNER,KIEU,U_LV,U_DM,I_P_DM,U_MCOV,PHA,LOAI,CAP_PHONG_IEC,VAT_LIEU,CAP_CS
0110D00_CS,CT13HTCS171B-02/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS171C-02/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS172A-02/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS172B-02/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS172C-02/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04LU-CS1T2A-04/2012,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.77,PB-100040,PB-100043,PB-500871
0110D00_CS,CT13KL2CS171A-06/01,USING,HSX.00046,2001,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04LU-CS1T2B-04/2012,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04LU-CS1T2C-04/2012,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500871
0110D00_CS,CT06RCCS1T2A_01/2013,USING,HSX.00354,2013,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500870
0110D00_CS,CT06MOC HOA CS-1T2 PHA A _01/2013,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500870
0110D00_CS,CT06TACS-1T2A_12/2012,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500870
0110D00_CS,CT13KL2CS171B-06/01,USING,HSX.00046,2001,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100042,PB-500869
0110D00_CS,CT06RCCS1T2B_01/2013,USING,HSX.00354,2013,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500870
0110D00_CS,CT06 MOC HOA CS-1T2 PHA B _01/2013,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500870
0110D00_CS,CT06TACS-1T2B_12/2012,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500870
0110D00_CS,CT06RCCS1T2C_01/2013,USING,HSX.00354,2013,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500870
0110D00_CS,CT06 MOC HOA CS-1T2 PHA C _01/2013,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500870
0110D00_CS,CT06TACS-1T2C_12/2012,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100043,PB-500870
0110D00_CS,CT13KL2CS171C-06/01,USING,HSX.00046,2001,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100042,PB-500869
0110D00_CS,CT12LXCS132A-04/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.42,PB-100040,PB-100043,PB-500871
0110D00_CS,CT12LXCS132B-04/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.42,PB-100040,PB-100043,PB-500871
0110D00_CS,CT12LXCS132C-04/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.42,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02MUINECS1T1A - 12/10/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02MUINECS1T1B - 12/10/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02MUINECS1T1C - 12/10/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT13KL2CS172A-06/01,USING,HSX.00046,2000,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100042,PB-500869
0110D00_CS,CT02HAMTANCS1T2A - 26/12/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02HAMTANCS1T2B - 26/12/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT02HAMTANCS1T2C - 26/12/2012,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04HP_CS1T1A-08/2012,USING,HSX.00126,2007,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04HP_CS1T1B-08/2012,USING,HSX.00126,2007,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04HP_CS1T1C-08/2012,USING,HSX.00126,2007,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500871
0110D00_CS,CT13KL2CS172B-06/01,USING,HSX.00046,2000,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100042,PB-500869
0110D00_CS,CT02DUCLINHCS1T1A - 21/08/2013,USING,HSX.00311,2013,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02DUCLINHCS1T1B - 21/08/2013,USING,HSX.00311,2013,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02DUCLINHCS1T1C - 21/08/2013,USING,HSX.00311,2013,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CSV 1T2 pha A - Phuoc Long 2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100043,PB-500871
0110D00_CS,CSV 1T2 pha B - Phuoc Long 2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.22,PB-100040,PB-100043,PB-500871
0110D00_CS,CSV 1T2 pha C - Phuoc Long 2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100043,PB-500871
0110D00_CS,CT13KL2CS172C-06/01,USING,HSX.00046,2000,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100042,PB-500869
0110D00_CS,CHONGSET.CT05PHUOCDONG-CS1T1A-08/2013,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CHONGSET.CT05PHUOCDONG-CS1T1B-08/2013,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CHONGSET.CT05PHUOCDONG-CS1T1C-08/2013,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CT06DUCLAPCS-1T1A-10/2013,RETIRE,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT06DUCLAPCS-1T1B-10/2013,RETIRE,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT06DUCLAPCS-1T1C-10/2013,RETIRE,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT13KL2CS1T1A-06/01,USING,HSX.00046,2000,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100042,PB-500869
0110D00_CS,CSV 1T1 PHA  A,USING,HSX.00126,2006,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
0110D00_CS,CT13KL2CS1T1B-06/01,USING,HSX.00046,2000,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13KL2CS1T1C-06/01,USING,HSX.00046,2000,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.9,PB-100040,PB-100043,PB-500869
0110D00_CS,CT02HT-PT-T34A-10/2013,USING,HSX.00586,2012,TB040.00141,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.59,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-PT-T51A-10/2013,USING,HSX.00586,2005,TB040.00141,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.59,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-PT-T34C-10/2013,USING,HSX.00586,2012,TB040.00141,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.59,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-PT-T51C-10/2013,USING,HSX.00586,2005,TB040.00141,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.59,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-DL-T55A-10/2013,RETIRE,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-DL-T55B-10/2013,RETIRE,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-DL-T55C-10/2013,RETIRE,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-DL-T200A-10/2013,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-DL-T200B-10/2013,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02HT-DL-T200C-10/2013,USING,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT13KL2CSTBN101A-09/09,USING,HSX.00126,1998,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500869
0110D00_CS,CT02DN-PR-T48A-10/2013,RETIRE,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02DN-PR-T48B-10/2013,RETIRE,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT02DN-PR-T48C-10/2013,RETIRE,HSX.00354,2012,TB040.00014,TB0632,PB-100031,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CT13KL2CSTBN101B-09/09,USING,HSX.00126,1998,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13KL2CSTBN101C-09/09,USING,HSX.00126,1998,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500869
0110D00_CS,CT15-XUYENMOC-CSV1T2A-10/13,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CT15-XUYENMOC-CSV1T2B-10/13,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CT15-XUYENMOC-CSV1T2C-10/13,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,CT15-LONGDAT-CSV1T2A-10/13,USING,HSX.00126,2014,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500876
0110D00_CS,CT15-LONGDAT-CSV1T2B-10/13,USING,HSX.00126,2014,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500876
0110D00_CS,CT15-LONGDAT-CSV1T2C-10/13,USING,HSX.00126,2014,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500876
0110D00_CS,CT04DT-CS1T2A-11/13,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04DT-CS1T2B-11/13,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04DT-CS1T2C-11/13,USING,HSX.00126,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04PHUGIAO-CSV1T2A-11/13,USING,HSX.00311,2012,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,PB-500162,PB-100040,PB-100043,PB-500869
0110D00_CS,CT04PHUGIAO-CSV1T2B-11/13,USING,HSX.00311,2012,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,PB-500162,PB-100040,PB-100042,PB-500871
0110D00_CS,CT13KL2CS1T2A-08/06,USING,HSX.00126,2005,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04PHUGIAO-CSV1T2C-11/13,USING,HSX.00311,2012,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,PB-500162,PB-100040,PB-100042,PB-500871
0110D00_CS,CS 171 pha B ,USING,HSX.00493,1996,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100042,PB-500871
0110D00_CS,Chống sét 172 pha B,USING,HSX.00631,2000,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,CS171 pha C ,USING,HSX.00493,1996,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100042,PB-500871
0110D00_CS,Chống sét 172 pha C,USING,HSX.00631,2000,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,Chống sét CS1T1 pha B trạm Bến Tre,RETIRE,HSX.00493,1997,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.44,PB-100040,PB-100043,PB-500871
0110D00_CS,Chống sét CS1T1 pha C trạm Bến Tre,RETIRE,HSX.00493,1997,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.44,PB-100040,PB-100043,PB-500871
0110D00_CS,CT13KL2CS1T2B-08/06,USING,HSX.00126,2005,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,CT13KL2CS1T2C-08/06,USING,HSX.00126,2005,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,CS1T1 PHA B,USING,HSX.00631,2000,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T1 PHA C,USING,HSX.00631,2000,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T2 PHAB-01/01,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T2 PHA C-01/01,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100043,PB-500871
0110D00_CS,CHỐNG SÉT VAN 171 PHA B,USING,HSX.00035,2003,TB040.00018,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500871
0110D00_CS,CHỐNG SÉT VAN 171 PHA C ,USING,HSX.00035,2003,TB040.00018,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500871
0110D00_CS,CHỐNG SÉT VAN CS1T1 PHA B,USING,HSX.00035,2003,TB040.00018,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500871
0110D00_CS,CHỐNG SÉT VAN CS1T1PHA C,USING,HSX.00035,2003,TB040.00018,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T2 PHA B,USING,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T2 PHA C,USING,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04KHANHBINH-CS1T1A-2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04KHANHBINH-CS1T1B-2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04KHANHBINH-CS1T1C-2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04KHANHBINH-CS1T2A-2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04KHANHBINH-CS1T2B-2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04KHANHBINH-CS1T2C-2013,USING,HSX.00126,2013,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T1 PHA B TRẠM 110KV BÌNH ĐẠI,USING,HSX.00493,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T1 PHA A TRẠM 110KV BÌNH ĐẠI,USING,HSX.00493,2012,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T2 pha B,RETIRE,HSX.00631,2000,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
